"","id","year","male","birthdate","birthyear","mono_index","sampyearsum","sociality","inno_count","domain_index","domain","age","logsampeff","MainGroup","groups","group","rank","max_group","avg_age","avg_rnk","avg_elo","rank_class","inno_count_ND","sociality.s","sociality.c","logage","logage.c","group_index","year_index","age_cat","adult.f","adult.m","adult","rankhi","rankmid","ranklo","innobinom","groupsize.c","innovator","innovatoryear"
"817","DN",2007,0,1985-05-15,1985,49,439,53,0,4,"social",23,6.08449941307517,"FF","FF","FF",17,42,22.1,13.1,988.3,"mid",0,0.0750483390466992,1.06628352490421,3.13549421592915,1.13757856873127,3,1,3,1,0,1,0,1,0,0,15.6309067688378,1,1
"818","DN",2007,0,1985-05-15,1985,49,439,53,0,1,"foraging",23,6.08449941307517,"FF","FF","FF",17,42,22.1,13.1,988.3,"mid",0,0.0750483390466992,1.06628352490421,3.13549421592915,1.13757856873127,3,1,3,1,0,1,0,1,0,0,15.6309067688378,1,1
"819","DN",2007,0,1985-05-15,1985,49,439,53,0,2,"investigative",23,6.08449941307517,"FF","FF","FF",17,42,22.1,13.1,988.3,"mid",0,0.0750483390466992,1.06628352490421,3.13549421592915,1.13757856873127,3,1,3,1,0,1,0,1,0,0,15.6309067688378,1,1
"820","DN",2007,0,1985-05-15,1985,49,439,53,0,3,"self-directed",23,6.08449941307517,"FF","FF","FF",17,42,22.1,13.1,988.3,"mid",0,0.0750483390466992,1.06628352490421,3.13549421592915,1.13757856873127,3,1,3,1,0,1,0,1,0,0,15.6309067688378,1,1
"821","DN",2008,0,1985-05-15,1985,49,489,58.7,0,2,"investigative",24,6.19236248947487,"FF","FF","FF",4,23,23.1,2.8,1230.1,"high",1,0.476232004155483,6.76628352490422,3.17805383034795,1.18013818315007,3,2,3,1,0,1,1,0,0,0,-3.3690932311622,1,1
"822","DN",2008,0,1985-05-15,1985,49,489,58.7,0,1,"foraging",24,6.19236248947487,"FF","FF","FF",4,23,23.1,2.8,1230.1,"high",1,0.476232004155483,6.76628352490422,3.17805383034795,1.18013818315007,3,2,3,1,0,1,1,0,0,0,-3.3690932311622,1,1
"823","DN",2008,0,1985-05-15,1985,49,489,58.7,1,4,"social",24,6.19236248947487,"FF","FF","FF",4,23,23.1,2.8,1230.1,"high",1,0.476232004155483,6.76628352490422,3.17805383034795,1.18013818315007,3,2,3,1,0,1,1,0,0,1,-3.3690932311622,1,1
"824","DN",2008,0,1985-05-15,1985,49,489,58.7,0,3,"self-directed",24,6.19236248947487,"FF","FF","FF",4,23,23.1,2.8,1230.1,"high",1,0.476232004155483,6.76628352490422,3.17805383034795,1.18013818315007,3,2,3,1,0,1,1,0,0,0,-3.3690932311622,1,1
"825","DN",2009,0,1985-05-15,1985,49,521,38.2,0,3,"self-directed",25,6.25575004175337,"FF","FF","FF",6,22,24.1,5.9,991.6,"high",0,-0.9666215282533,-13.7337164750958,3.2188758248682,1.22096017767033,3,3,3,1,0,1,1,0,0,0,-4.3690932311622,1,1
"826","DN",2009,0,1985-05-15,1985,49,521,38.2,0,1,"foraging",25,6.25575004175337,"FF","FF","FF",6,22,24.1,5.9,991.6,"high",0,-0.9666215282533,-13.7337164750958,3.2188758248682,1.22096017767033,3,3,3,1,0,1,1,0,0,0,-4.3690932311622,1,1
"827","DN",2009,0,1985-05-15,1985,49,521,38.2,0,4,"social",25,6.25575004175337,"FF","FF","FF",6,22,24.1,5.9,991.6,"high",0,-0.9666215282533,-13.7337164750958,3.2188758248682,1.22096017767033,3,3,3,1,0,1,1,0,0,0,-4.3690932311622,1,1
"828","DN",2009,0,1985-05-15,1985,49,521,38.2,0,2,"investigative",25,6.25575004175337,"FF","FF","FF",6,22,24.1,5.9,991.6,"high",0,-0.9666215282533,-13.7337164750958,3.2188758248682,1.22096017767033,3,3,3,1,0,1,1,0,0,0,-4.3690932311622,1,1
"829","DN",2010,0,1985-05-15,1985,49,249,39.3,0,4,"social",26,5.51745289646471,"FF","FF","FF",7,23,25.1,6,940.6,"high",0,-0.889200119197219,-12.6337164750958,3.25809653802148,1.26018089082361,3,4,3,1,0,1,1,0,0,0,-3.3690932311622,1,1
"830","DN",2010,0,1985-05-15,1985,49,249,39.3,0,1,"foraging",26,5.51745289646471,"FF","FF","FF",7,23,25.1,6,940.6,"high",0,-0.889200119197219,-12.6337164750958,3.25809653802148,1.26018089082361,3,4,3,1,0,1,1,0,0,0,-3.3690932311622,1,1
"831","DN",2010,0,1985-05-15,1985,49,249,39.3,0,2,"investigative",26,5.51745289646471,"FF","FF","FF",7,23,25.1,6,940.6,"high",0,-0.889200119197219,-12.6337164750958,3.25809653802148,1.26018089082361,3,4,3,1,0,1,1,0,0,0,-3.3690932311622,1,1
"832","DN",2010,0,1985-05-15,1985,49,249,39.3,0,3,"self-directed",26,5.51745289646471,"FF","FF","FF",7,23,25.1,6,940.6,"high",0,-0.889200119197219,-12.6337164750958,3.25809653802148,1.26018089082361,3,4,3,1,0,1,1,0,0,0,-3.3690932311622,1,1
"833","DN",2011,0,1985-05-15,1985,49,1304,48.3,0,4,"social",27,7.1731917424866,"FF","FF","FF",9,24,26.1,8.7,938.8,"mid",0,-0.255752226920193,-3.63371647509579,3.29583686600433,1.29792121880645,3,5,3,1,0,1,0,1,0,0,-2.3690932311622,1,1
"834","DN",2011,0,1985-05-15,1985,49,1304,48.3,0,3,"self-directed",27,7.1731917424866,"FF","FF","FF",9,24,26.1,8.7,938.8,"mid",0,-0.255752226920193,-3.63371647509579,3.29583686600433,1.29792121880645,3,5,3,1,0,1,0,1,0,0,-2.3690932311622,1,1
"835","DN",2011,0,1985-05-15,1985,49,1304,48.3,0,2,"investigative",27,7.1731917424866,"FF","FF","FF",9,24,26.1,8.7,938.8,"mid",0,-0.255752226920193,-3.63371647509579,3.29583686600433,1.29792121880645,3,5,3,1,0,1,0,1,0,0,-2.3690932311622,1,1
"836","DN",2011,0,1985-05-15,1985,49,1304,48.3,0,1,"foraging",27,7.1731917424866,"FF","FF","FF",9,24,26.1,8.7,938.8,"mid",0,-0.255752226920193,-3.63371647509579,3.29583686600433,1.29792121880645,3,5,3,1,0,1,0,1,0,0,-2.3690932311622,1,1
"841","DR",2007,0,2003-06-21,2003,50,1208,49.9,0,2,"investigative",5,7.09672137849476,"FF","FF","FF",27,42,4,22.7,311.3,"mid",0,-0.143139268293166,-2.03371647509579,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,1,0,0,15.6309067688378,1,1
"842","DR",2007,0,2003-06-21,2003,50,1208,49.9,0,4,"social",5,7.09672137849476,"FF","FF","FF",27,42,4,22.7,311.3,"mid",0,-0.143139268293166,-2.03371647509579,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,1,0,0,15.6309067688378,1,1
"843","DR",2007,0,2003-06-21,2003,50,1208,49.9,0,1,"foraging",5,7.09672137849476,"FF","FF","FF",27,42,4,22.7,311.3,"mid",0,-0.143139268293166,-2.03371647509579,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,1,0,0,15.6309067688378,1,1
"844","DR",2007,0,2003-06-21,2003,50,1208,49.9,0,3,"self-directed",5,7.09672137849476,"FF","FF","FF",27,42,4,22.7,311.3,"mid",0,-0.143139268293166,-2.03371647509579,1.6094379124341,-0.388477734763775,3,1,2,0,0,0,0,1,0,0,15.6309067688378,1,1
"845","DR",2008,0,2003-06-21,2003,50,1885,47.8,0,2,"investigative",6,7.54168309988211,"FF","FF","FF",14,23,5,10.4,654,"mid",1,-0.290943776491139,-4.13371647509579,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,1,0,0,-3.3690932311622,1,1
"846","DR",2008,0,2003-06-21,2003,50,1885,47.8,1,3,"self-directed",6,7.54168309988211,"FF","FF","FF",14,23,5,10.4,654,"mid",1,-0.290943776491139,-4.13371647509579,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,1,0,1,-3.3690932311622,1,1
"847","DR",2008,0,2003-06-21,2003,50,1885,47.8,0,1,"foraging",6,7.54168309988211,"FF","FF","FF",14,23,5,10.4,654,"mid",1,-0.290943776491139,-4.13371647509579,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,1,0,0,-3.3690932311622,1,1
"848","DR",2008,0,2003-06-21,2003,50,1885,47.8,0,4,"social",6,7.54168309988211,"FF","FF","FF",14,23,5,10.4,654,"mid",1,-0.290943776491139,-4.13371647509579,1.79175946922805,-0.20615617796982,3,2,2,1,0,1,0,1,0,0,-3.3690932311622,1,1
"849","DR",2009,0,2003-06-21,2003,50,2034,51.3,0,3,"self-directed",7,7.61775957660851,"FF","FF","FF",7,22,6,6.4,946,"high",0,-0.0446029294945171,-0.633716475095788,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,1,0,0,0,-4.3690932311622,1,1
"850","DR",2009,0,2003-06-21,2003,50,2034,51.3,0,1,"foraging",7,7.61775957660851,"FF","FF","FF",7,22,6,6.4,946,"high",0,-0.0446029294945171,-0.633716475095788,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,1,0,0,0,-4.3690932311622,1,1
"851","DR",2009,0,2003-06-21,2003,50,2034,51.3,0,2,"investigative",7,7.61775957660851,"FF","FF","FF",7,22,6,6.4,946,"high",0,-0.0446029294945171,-0.633716475095788,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,1,0,0,0,-4.3690932311622,1,1
"852","DR",2009,0,2003-06-21,2003,50,2034,51.3,0,4,"social",7,7.61775957660851,"FF","FF","FF",7,22,6,6.4,946,"high",0,-0.0446029294945171,-0.633716475095788,1.94591014905531,-0.0520054981425622,3,3,2,1,0,1,1,0,0,0,-4.3690932311622,1,1
"853","DR",2010,0,2003-06-21,2003,50,336,42.4,0,2,"investigative",8,5.8171111599632,"FF","FF","FF",5,23,7,5,1062.6,"high",0,-0.671012511857355,-9.53371647509579,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,1,0,0,0,-3.3690932311622,1,1
"854","DR",2010,0,2003-06-21,2003,50,336,42.4,0,1,"foraging",8,5.8171111599632,"FF","FF","FF",5,23,7,5,1062.6,"high",0,-0.671012511857355,-9.53371647509579,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,1,0,0,0,-3.3690932311622,1,1
"855","DR",2010,0,2003-06-21,2003,50,336,42.4,0,4,"social",8,5.8171111599632,"FF","FF","FF",5,23,7,5,1062.6,"high",0,-0.671012511857355,-9.53371647509579,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,1,0,0,0,-3.3690932311622,1,1
"856","DR",2010,0,2003-06-21,2003,50,336,42.4,0,3,"self-directed",8,5.8171111599632,"FF","FF","FF",5,23,7,5,1062.6,"high",0,-0.671012511857355,-9.53371647509579,2.07944154167984,0.0815258944819603,3,4,2,1,0,1,1,0,0,0,-3.3690932311622,1,1
"857","DR",2011,0,2003-06-21,2003,50,1239,49,0,3,"self-directed",9,7.12205988162914,"FF","FF","FF",6,24,8,5.9,1067.1,"high",0,-0.206484057520868,-2.93371647509579,2.19722457733622,0.199308930138344,3,5,2,1,0,1,1,0,0,0,-2.3690932311622,1,1
"858","DR",2011,0,2003-06-21,2003,50,1239,49,0,1,"foraging",9,7.12205988162914,"FF","FF","FF",6,24,8,5.9,1067.1,"high",0,-0.206484057520868,-2.93371647509579,2.19722457733622,0.199308930138344,3,5,2,1,0,1,1,0,0,0,-2.3690932311622,1,1
"859","DR",2011,0,2003-06-21,2003,50,1239,49,0,2,"investigative",9,7.12205988162914,"FF","FF","FF",6,24,8,5.9,1067.1,"high",0,-0.206484057520868,-2.93371647509579,2.19722457733622,0.199308930138344,3,5,2,1,0,1,1,0,0,0,-2.3690932311622,1,1
"860","DR",2011,0,2003-06-21,2003,50,1239,49,0,4,"social",9,7.12205988162914,"FF","FF","FF",6,24,8,5.9,1067.1,"high",0,-0.206484057520868,-2.93371647509579,2.19722457733622,0.199308930138344,3,5,2,1,0,1,1,0,0,0,-2.3690932311622,1,1
"861","DS",2007,1,2005-05-22,2005,51,444,63.8,0,1,"foraging",3,6.09582456243222,"RR","RR","RR",28,33,2.1,26.7,0,"low",0,0.835185809779131,11.8662835249042,1.09861228866811,-0.899303358529766,9,1,1,0,0,0,0,0,1,0,6.6309067688378,0,0
"862","DS",2007,1,2005-05-22,2005,51,444,63.8,0,2,"investigative",3,6.09582456243222,"RR","RR","RR",28,33,2.1,26.7,0,"low",0,0.835185809779131,11.8662835249042,1.09861228866811,-0.899303358529766,9,1,1,0,0,0,0,0,1,0,6.6309067688378,0,0
"863","DS",2007,1,2005-05-22,2005,51,444,63.8,0,3,"self-directed",3,6.09582456243222,"RR","RR","RR",28,33,2.1,26.7,0,"low",0,0.835185809779131,11.8662835249042,1.09861228866811,-0.899303358529766,9,1,1,0,0,0,0,0,1,0,6.6309067688378,0,0
"864","DS",2007,1,2005-05-22,2005,51,444,63.8,0,4,"social",3,6.09582456243222,"RR","RR","RR",28,33,2.1,26.7,0,"low",0,0.835185809779131,11.8662835249042,1.09861228866811,-0.899303358529766,9,1,1,0,0,0,0,0,1,0,6.6309067688378,0,0
"865","DS",2008,1,2005-05-22,2005,51,495,57.7,0,1,"foraging",4,6.20455776256869,"RR","RR","RR",26,34,3.1,24.3,330.9,"low",0,0.405848905013591,5.76628352490422,1.38629436111989,-0.611621286077985,9,2,1,0,0,0,0,0,1,0,7.6309067688378,0,0
"866","DS",2008,1,2005-05-22,2005,51,495,57.7,0,3,"self-directed",4,6.20455776256869,"RR","RR","RR",26,34,3.1,24.3,330.9,"low",0,0.405848905013591,5.76628352490422,1.38629436111989,-0.611621286077985,9,2,1,0,0,0,0,0,1,0,7.6309067688378,0,0
"867","DS",2008,1,2005-05-22,2005,51,495,57.7,0,2,"investigative",4,6.20455776256869,"RR","RR","RR",26,34,3.1,24.3,330.9,"low",0,0.405848905013591,5.76628352490422,1.38629436111989,-0.611621286077985,9,2,1,0,0,0,0,0,1,0,7.6309067688378,0,0
"868","DS",2008,1,2005-05-22,2005,51,495,57.7,0,4,"social",4,6.20455776256869,"RR","RR","RR",26,34,3.1,24.3,330.9,"low",0,0.405848905013591,5.76628352490422,1.38629436111989,-0.611621286077985,9,2,1,0,0,0,0,0,1,0,7.6309067688378,0,0
"869","DS",2009,1,2005-05-22,2005,51,464,44.2,0,1,"foraging",5,6.13988455222626,"RR","RR","RR",23,34,4.1,23.5,523.7,"low",0,-0.544322933401949,-7.73371647509578,1.6094379124341,-0.388477734763775,9,3,2,0,0,0,0,0,1,0,7.6309067688378,0,0
"870","DS",2009,1,2005-05-22,2005,51,464,44.2,0,2,"investigative",5,6.13988455222626,"RR","RR","RR",23,34,4.1,23.5,523.7,"low",0,-0.544322933401949,-7.73371647509578,1.6094379124341,-0.388477734763775,9,3,2,0,0,0,0,0,1,0,7.6309067688378,0,0
"871","DS",2009,1,2005-05-22,2005,51,464,44.2,0,3,"self-directed",5,6.13988455222626,"RR","RR","RR",23,34,4.1,23.5,523.7,"low",0,-0.544322933401949,-7.73371647509578,1.6094379124341,-0.388477734763775,9,3,2,0,0,0,0,0,1,0,7.6309067688378,0,0
"872","DS",2009,1,2005-05-22,2005,51,464,44.2,0,4,"social",5,6.13988455222626,"RR","RR","RR",23,34,4.1,23.5,523.7,"low",0,-0.544322933401949,-7.73371647509578,1.6094379124341,-0.388477734763775,9,3,2,0,0,0,0,0,1,0,7.6309067688378,0,0
"874","DS",2010,1,2005-05-22,2005,51,2379,44.6,0,3,"self-directed",6,7.77443551030296,"LB","M:CA-DK-DS-GM-GT-HA-HC-MB-RG-RT-SR-YA,M:DK-DS,M:DK-DS-GM,M:DK-DS-GM-GT-HA-HC-SK-SR,M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:DK-DS-GM-GT-HA-HC-SR,M:DK-DS-GM-GT-HA-HC-SR-YA,M:DK-DS-GM-GT-HA-SK-SR,M:DK-DS-GM-GT-HC-SK-SR,M:DK-DS-GM-GT-HC-SR,M:DK-DS-GM-HA-HC-SK,M:DK-DS-GM-HA-HC-SK-SR,M:DK-DS-GM-HA-HC-SR,M:DK-DS-GM-HA-NP-SK-SR,M:DK-DS-GM-HA-SK-SR,M:DK-DS-GM-HA-SR,M:DK-DS-GM-HC-SK-SR,M:DK-DS-GM-HC-SR,M:DK-DS-GM-SR,M:DK-DS-GT-HA-HC-SR,M:DK-DS-GT-HA-SR,M:DK-DS-GT-HC-SR,M:DK-DS-GT-SR,M:DK-DS-HA,M:DK-DS-HA-HC-SK-SR,M:DK-DS-HA-HC-SR,M:DK-DS-HA-SK,M:DK-DS-HA-SK-SR,M:DK-DS-HA-SR,M:DK-DS-HC-SR,M:DK-DS-SR,M:DS,M:DS-GM,M:DS-GM-GT-HA-SK-SR,M:DS-GM-HA-HC-SK-SR,M:DS-GM-SR,M:DS-GT,M:DS-GT-SR,M:DS-HA-HC-SK,M:DS-HA-SR,M:DS-SR,RR,SP,UH","LB",26,37,4.7,20,633.5,"low",0,-0.516169693745192,-7.33371647509578,1.79175946922805,-0.20615617796982,5,4,2,0,0,0,0,0,1,0,10.6309067688378,0,0
"877","DS",2010,1,2005-05-22,2005,51,2379,44.6,0,1,"foraging",6,7.77443551030296,"LB","M:CA-DK-DS-GM-GT-HA-HC-MB-RG-RT-SR-YA,M:DK-DS,M:DK-DS-GM,M:DK-DS-GM-GT-HA-HC-SK-SR,M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:DK-DS-GM-GT-HA-HC-SR,M:DK-DS-GM-GT-HA-HC-SR-YA,M:DK-DS-GM-GT-HA-SK-SR,M:DK-DS-GM-GT-HC-SK-SR,M:DK-DS-GM-GT-HC-SR,M:DK-DS-GM-HA-HC-SK,M:DK-DS-GM-HA-HC-SK-SR,M:DK-DS-GM-HA-HC-SR,M:DK-DS-GM-HA-NP-SK-SR,M:DK-DS-GM-HA-SK-SR,M:DK-DS-GM-HA-SR,M:DK-DS-GM-HC-SK-SR,M:DK-DS-GM-HC-SR,M:DK-DS-GM-SR,M:DK-DS-GT-HA-HC-SR,M:DK-DS-GT-HA-SR,M:DK-DS-GT-HC-SR,M:DK-DS-GT-SR,M:DK-DS-HA,M:DK-DS-HA-HC-SK-SR,M:DK-DS-HA-HC-SR,M:DK-DS-HA-SK,M:DK-DS-HA-SK-SR,M:DK-DS-HA-SR,M:DK-DS-HC-SR,M:DK-DS-SR,M:DS,M:DS-GM,M:DS-GM-GT-HA-SK-SR,M:DS-GM-HA-HC-SK-SR,M:DS-GM-SR,M:DS-GT,M:DS-GT-SR,M:DS-HA-HC-SK,M:DS-HA-SR,M:DS-SR,RR,SP,UH","LB",26,37,4.7,20,633.5,"low",0,-0.516169693745192,-7.33371647509578,1.79175946922805,-0.20615617796982,5,4,2,0,0,0,0,0,1,0,10.6309067688378,0,0
"880","DS",2010,1,2005-05-22,2005,51,2379,44.6,0,2,"investigative",6,7.77443551030296,"LB","M:CA-DK-DS-GM-GT-HA-HC-MB-RG-RT-SR-YA,M:DK-DS,M:DK-DS-GM,M:DK-DS-GM-GT-HA-HC-SK-SR,M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:DK-DS-GM-GT-HA-HC-SR,M:DK-DS-GM-GT-HA-HC-SR-YA,M:DK-DS-GM-GT-HA-SK-SR,M:DK-DS-GM-GT-HC-SK-SR,M:DK-DS-GM-GT-HC-SR,M:DK-DS-GM-HA-HC-SK,M:DK-DS-GM-HA-HC-SK-SR,M:DK-DS-GM-HA-HC-SR,M:DK-DS-GM-HA-NP-SK-SR,M:DK-DS-GM-HA-SK-SR,M:DK-DS-GM-HA-SR,M:DK-DS-GM-HC-SK-SR,M:DK-DS-GM-HC-SR,M:DK-DS-GM-SR,M:DK-DS-GT-HA-HC-SR,M:DK-DS-GT-HA-SR,M:DK-DS-GT-HC-SR,M:DK-DS-GT-SR,M:DK-DS-HA,M:DK-DS-HA-HC-SK-SR,M:DK-DS-HA-HC-SR,M:DK-DS-HA-SK,M:DK-DS-HA-SK-SR,M:DK-DS-HA-SR,M:DK-DS-HC-SR,M:DK-DS-SR,M:DS,M:DS-GM,M:DS-GM-GT-HA-SK-SR,M:DS-GM-HA-HC-SK-SR,M:DS-GM-SR,M:DS-GT,M:DS-GT-SR,M:DS-HA-HC-SK,M:DS-HA-SR,M:DS-SR,RR,SP,UH","LB",26,37,4.7,20,633.5,"low",0,-0.516169693745192,-7.33371647509578,1.79175946922805,-0.20615617796982,5,4,2,0,0,0,0,0,1,0,10.6309067688378,0,0
"883","DS",2010,1,2005-05-22,2005,51,2379,44.6,0,4,"social",6,7.77443551030296,"LB","M:CA-DK-DS-GM-GT-HA-HC-MB-RG-RT-SR-YA,M:DK-DS,M:DK-DS-GM,M:DK-DS-GM-GT-HA-HC-SK-SR,M:DK-DS-GM-GT-HA-HC-SK-SR-TP,M:DK-DS-GM-GT-HA-HC-SR,M:DK-DS-GM-GT-HA-HC-SR-YA,M:DK-DS-GM-GT-HA-SK-SR,M:DK-DS-GM-GT-HC-SK-SR,M:DK-DS-GM-GT-HC-SR,M:DK-DS-GM-HA-HC-SK,M:DK-DS-GM-HA-HC-SK-SR,M:DK-DS-GM-HA-HC-SR,M:DK-DS-GM-HA-NP-SK-SR,M:DK-DS-GM-HA-SK-SR,M:DK-DS-GM-HA-SR,M:DK-DS-GM-HC-SK-SR,M:DK-DS-GM-HC-SR,M:DK-DS-GM-SR,M:DK-DS-GT-HA-HC-SR,M:DK-DS-GT-HA-SR,M:DK-DS-GT-HC-SR,M:DK-DS-GT-SR,M:DK-DS-HA,M:DK-DS-HA-HC-SK-SR,M:DK-DS-HA-HC-SR,M:DK-DS-HA-SK,M:DK-DS-HA-SK-SR,M:DK-DS-HA-SR,M:DK-DS-HC-SR,M:DK-DS-SR,M:DS,M:DS-GM,M:DS-GM-GT-HA-SK-SR,M:DS-GM-HA-HC-SK-SR,M:DS-GM-SR,M:DS-GT,M:DS-GT-SR,M:DS-HA-HC-SK,M:DS-HA-SR,M:DS-SR,RR,SP,UH","LB",26,37,4.7,20,633.5,"low",0,-0.516169693745192,-7.33371647509578,1.79175946922805,-0.20615617796982,5,4,2,0,0,0,0,0,1,0,10.6309067688378,0,0
"889","DT",2007,0,2004-12-25,2004,52,1359,54.7,0,4,"social",4,7.21450441415114,"AA","AA","AA",19,28,2.5,18.1,10.2,"low",0,0.194699607587916,2.76628352490422,1.38629436111989,-0.611621286077985,1,1,1,0,0,0,0,0,1,0,1.6309067688378,0,0
"890","DT",2007,0,2004-12-25,2004,52,1359,54.7,0,3,"self-directed",4,7.21450441415114,"AA","AA","AA",19,28,2.5,18.1,10.2,"low",0,0.194699607587916,2.76628352490422,1.38629436111989,-0.611621286077985,1,1,1,0,0,0,0,0,1,0,1.6309067688378,0,0
"891","DT",2007,0,2004-12-25,2004,52,1359,54.7,0,1,"foraging",4,7.21450441415114,"AA","AA","AA",19,28,2.5,18.1,10.2,"low",0,0.194699607587916,2.76628352490422,1.38629436111989,-0.611621286077985,1,1,1,0,0,0,0,0,1,0,1.6309067688378,0,0
"892","DT",2007,0,2004-12-25,2004,52,1359,54.7,0,2,"investigative",4,7.21450441415114,"AA","AA","AA",19,28,2.5,18.1,10.2,"low",0,0.194699607587916,2.76628352490422,1.38629436111989,-0.611621286077985,1,1,1,0,0,0,0,0,1,0,1.6309067688378,0,0
"893","DT",2008,0,2004-12-25,2004,52,1517,51.1,0,2,"investigative",5,7.32448997934853,"AA","AA","AA",14,28,3.5,11.4,761.4,"mid",0,-0.0586795493228952,-0.833716475095784,1.6094379124341,-0.388477734763775,1,2,2,0,0,0,0,1,0,0,1.6309067688378,0,0
"894","DT",2008,0,2004-12-25,2004,52,1517,51.1,0,3,"self-directed",5,7.32448997934853,"AA","AA","AA",14,28,3.5,11.4,761.4,"mid",0,-0.0586795493228952,-0.833716475095784,1.6094379124341,-0.388477734763775,1,2,2,0,0,0,0,1,0,0,1.6309067688378,0,0
"895","DT",2008,0,2004-12-25,2004,52,1517,51.1,0,4,"social",5,7.32448997934853,"AA","AA","AA",14,28,3.5,11.4,761.4,"mid",0,-0.0586795493228952,-0.833716475095784,1.6094379124341,-0.388477734763775,1,2,2,0,0,0,0,1,0,0,1.6309067688378,0,0
"896","DT",2008,0,2004-12-25,2004,52,1517,51.1,0,1,"foraging",5,7.32448997934853,"AA","AA","AA",14,28,3.5,11.4,761.4,"mid",0,-0.0586795493228952,-0.833716475095784,1.6094379124341,-0.388477734763775,1,2,2,0,0,0,0,1,0,0,1.6309067688378,0,0
"897","DT",2009,0,2004-12-25,2004,52,1914,61.4,0,1,"foraging",6,7.5569505720129,"AA","AA","AA",6,30,4.5,6.3,1159,"high",0,0.666266371838591,9.46628352490421,1.79175946922805,-0.20615617796982,1,3,2,1,0,1,1,0,0,0,3.6309067688378,0,0
"898","DT",2009,0,2004-12-25,2004,52,1914,61.4,0,3,"self-directed",6,7.5569505720129,"AA","AA","AA",6,30,4.5,6.3,1159,"high",0,0.666266371838591,9.46628352490421,1.79175946922805,-0.20615617796982,1,3,2,1,0,1,1,0,0,0,3.6309067688378,0,0
"899","DT",2009,0,2004-12-25,2004,52,1914,61.4,0,2,"investigative",6,7.5569505720129,"AA","AA","AA",6,30,4.5,6.3,1159,"high",0,0.666266371838591,9.46628352490421,1.79175946922805,-0.20615617796982,1,3,2,1,0,1,1,0,0,0,3.6309067688378,0,0
"900","DT",2009,0,2004-12-25,2004,52,1914,61.4,0,4,"social",6,7.5569505720129,"AA","AA","AA",6,30,4.5,6.3,1159,"high",0,0.666266371838591,9.46628352490421,1.79175946922805,-0.20615617796982,1,3,2,1,0,1,1,0,0,0,3.6309067688378,0,0
"901","DT",2010,0,2004-12-25,2004,52,725,58.6,0,4,"social",7,6.58617165485467,"AA","AA","AA",5,31,5.5,5,1263.8,"high",0,0.469193694241294,6.66628352490422,1.94591014905531,-0.0520054981425622,1,4,2,1,0,1,1,0,0,0,4.6309067688378,0,0
"902","DT",2010,0,2004-12-25,2004,52,725,58.6,0,1,"foraging",7,6.58617165485467,"AA","AA","AA",5,31,5.5,5,1263.8,"high",0,0.469193694241294,6.66628352490422,1.94591014905531,-0.0520054981425622,1,4,2,1,0,1,1,0,0,0,4.6309067688378,0,0
"903","DT",2010,0,2004-12-25,2004,52,725,58.6,0,3,"self-directed",7,6.58617165485467,"AA","AA","AA",5,31,5.5,5,1263.8,"high",0,0.469193694241294,6.66628352490422,1.94591014905531,-0.0520054981425622,1,4,2,1,0,1,1,0,0,0,4.6309067688378,0,0
"904","DT",2010,0,2004-12-25,2004,52,725,58.6,0,2,"investigative",7,6.58617165485467,"AA","AA","AA",5,31,5.5,5,1263.8,"high",0,0.469193694241294,6.66628352490422,1.94591014905531,-0.0520054981425622,1,4,2,1,0,1,1,0,0,0,4.6309067688378,0,0
"905","DT",2011,0,2004-12-25,2004,52,505,53.2,0,3,"self-directed",8,6.22455842927536,"AA","AA","AA",5,33,6.5,4.8,1298,"high",0,0.0891249588750778,1.26628352490422,2.07944154167984,0.0815258944819603,1,5,2,1,0,1,1,0,0,0,6.6309067688378,0,0
"906","DT",2011,0,2004-12-25,2004,52,505,53.2,0,2,"investigative",8,6.22455842927536,"AA","AA","AA",5,33,6.5,4.8,1298,"high",0,0.0891249588750778,1.26628352490422,2.07944154167984,0.0815258944819603,1,5,2,1,0,1,1,0,0,0,6.6309067688378,0,0
"907","DT",2011,0,2004-12-25,2004,52,505,53.2,0,4,"social",8,6.22455842927536,"AA","AA","AA",5,33,6.5,4.8,1298,"high",0,0.0891249588750778,1.26628352490422,2.07944154167984,0.0815258944819603,1,5,2,1,0,1,1,0,0,0,6.6309067688378,0,0
